14/02/2018, In, 5.0, 5.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, Out, 5.0, 0.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 1.0, 1.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 1.0, 2.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 1.0, 3.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 1.0, 4.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, Out, 1.0, 3.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 1.0, 4.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 1.0, 1.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, Out, 1.0, 0.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, Out, 1.0, -1.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, Out, 1.0, -2.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 1.0, 1.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 1.0, 2.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 1.0, 3.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 1.0, 1.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 1.0, 2.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 1.0, 3.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 4.0, 4.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 4.0, 8.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 4.0, 4.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
14/02/2018, In, 5.0, 5.0,  ,  , 0, 0.0,  , 1.2, 0,  , 0.0, 100.0, 25.0
EmptyLine
